service_id,date,exception_type
CS_O4-Weekday-BM,20241104,2
CS_O4-Weekday,20241106,2
CS_O4-Weekday-BM,20241105,2
CS_O4-Weekday,20241107,2
CS_O4-Weekday-BM,20241106,2
CS_O4-Weekday,20241108,2
CS_O4-Weekday-BM,20241107,2
CS_O4-Weekday,20241111,2
CS_O4-Weekday-BM,20241110,2
CS_O4-Weekday,20241112,2
CS_O4-Weekday-BM,20241111,2
CS_O4-Weekday,20241113,2
CS_O4-Weekday-BM,20241112,2
CS_O4-Weekday,20241114,2
CS_O4-Weekday-BM,20241113,2
CS_O4-Weekday,20241115,2
CS_O4-Weekday-BM,20241114,2
CS_O4-Weekday,20241118,2
CS_O4-Weekday-BM,20241117,2
CS_O4-Weekday,20241119,2
CS_O4-Weekday-BM,20241118,2
CS_O4-Weekday,20241120,2
CS_O4-Weekday-BM,20241119,2
CS_O4-Weekday,20241121,2
CS_O4-Weekday-BM,20241120,2
CS_O4-Weekday,20241122,2
CS_O4-Weekday-BM,20241121,2
CS_O4-Weekday,20241125,2
CS_O4-Weekday-BM,20241124,2
CS_O4-Weekday,20241126,2
CS_O4-Weekday-BM,20241125,2
CS_O4-Weekday,20241127,2
CS_O4-Weekday-BM,20241126,2
CS_O4-Weekday,20241128,2
CS_O4-Weekday-BM,20241127,2
CS_O4-Weekday,20241202,2
CS_O4-Weekday-BM,20241201,2
CS_O4-Weekday,20241203,2
CS_O4-Weekday-BM,20241202,2
CS_O4-Weekday,20241204,2
CS_O4-Weekday-BM,20241203,2
CS_O4-Weekday,20241205,2
CS_O4-Weekday-BM,20241204,2
CS_O4-Weekday,20241206,2
CS_O4-Weekday-BM,20241205,2
CS_O4-Weekday,20241209,2
CS_O4-Weekday-BM,20241208,2
CS_O4-Weekday,20241210,2
CS_O4-Weekday-BM,20241209,2
CS_O4-Weekday,20241211,2
CS_O4-Weekday-BM,20241210,2
CS_O4-Weekday,20241212,2
CS_O4-Weekday-BM,20241211,2
CS_O4-Weekday,20241213,2
CS_O4-Weekday-BM,20241212,2
CS_O4-Weekday,20241216,2
CS_O4-Weekday-BM,20241215,2
CS_O4-Weekday,20241217,2
CS_O4-Weekday-BM,20241216,2
CS_O4-Weekday,20241218,2
CS_O4-Weekday-BM,20241217,2
CS_O4-Weekday,20241219,2
CS_O4-Weekday-BM,20241218,2
CS_O4-Weekday,20241220,2
CS_O4-Weekday-BM,20241219,2
CS_O4-Weekday,20241223,2
CS_O4-Weekday-BM,20241222,2
CS_O4-Weekday,20241225,2
CS_O4-Weekday-BM,20241224,2
CS_O4-Weekday,20241228,1
CS_O4-Weekday-BM,20241227,1
CS_O4-Weekday,20241229,1
CS_O4-Weekday-BM,20241228,1
JA_D4-Sunday,20241229,2
JA_D4-Sunday,20240902,1
JA_D4-Sunday,20241128,1
JA_D4-Sunday,20241225,1
JA_D4-Sunday,20250101,1
JA_D4-Weekday-SDon,20241014,2
JA_D4-Weekday-SDon,20241128,2
JA_D4-Weekday-SDon,20241129,2
JA_D4-Weekday-SDon,20241224,2
JA_D4-Weekday-SDon,20241225,2
JA_D4-Weekday-SDon,20241226,2
JA_D4-Weekday-SDon,20241227,2
JA_D4-Weekday-SDon,20241230,2
JA_D4-Weekday-SDon,20241231,2
JA_D4-Weekday-SDon,20250101,2
JA_D4-Weekday-SDon,20240903,2
JA_D4-Weekday-SDon,20240904,2
JA_D4-Weekday-SDon,20241003,2
JA_D4-Weekday-SDon,20241004,2
JA_D4-Weekday-SDon,20241101,2
JA_D4-Weekday-SDon,20241105,2
JA_D4-Weekday-SDon,20241111,2
JA_D4-Weekday,20240903,1
JA_D4-Weekday,20240904,1
JA_D4-Weekday,20241003,1
JA_D4-Weekday,20241004,1
JA_D4-Weekday,20241101,1
JA_D4-Weekday,20241105,1
JA_D4-Weekday,20241111,1
JA_D4-Saturday,20241228,2
JA_O4-Weekday,20241015,2
JA_O4-Weekday,20241016,2
JA_O4-Weekday,20241017,2
JA_O4-Weekday,20241018,2
JA_O4-Weekday,20241021,2
JA_O4-Weekday,20241022,2
JA_O4-Weekday,20241023,2
JA_O4-Weekday,20241024,2
JA_O4-Weekday,20241025,2
JA_O4-Weekday,20241028,2
JA_O4-Weekday,20241029,2
JA_O4-Weekday,20241030,2
JA_O4-Weekday,20241031,2
JA_O4-Weekday,20241101,2
JA_O4-Weekday,20241104,2
JA_O4-Weekday,20241105,2
JA_O4-Weekday,20241106,2
JA_O4-Weekday,20241107,2
JA_O4-Weekday,20241108,2
JA_O4-Weekday,20241111,2
JA_O4-Weekday,20241112,2
JA_O4-Weekday,20241113,2
JA_O4-Weekday,20241114,2
JA_O4-Weekday,20241115,2
JA_O4-Weekday,20241118,2
JA_O4-Weekday,20241119,2
JA_O4-Weekday,20241120,2
JA_O4-Weekday,20241121,2
JA_O4-Weekday,20241122,2
JA_O4-Weekday,20241125,2
JA_O4-Weekday,20241126,2
JA_O4-Weekday,20241127,2
JA_O4-Weekday,20241128,2
JA_O4-Weekday,20241202,2
JA_O4-Weekday,20241203,2
JA_O4-Weekday,20241204,2
JA_O4-Weekday,20241205,2
JA_O4-Weekday,20241206,2
JA_O4-Weekday,20241209,2
JA_O4-Weekday,20241210,2
JA_O4-Weekday,20241211,2
JA_O4-Weekday,20241212,2
JA_O4-Weekday,20241213,2
JA_O4-Weekday,20241216,2
JA_O4-Weekday,20241217,2
JA_O4-Weekday,20241218,2
JA_O4-Weekday,20241219,2
JA_O4-Weekday,20241220,2
JA_O4-Weekday,20241223,2
JA_O4-Weekday,20241225,2
JA_O4-Weekday,20241228,1
JA_O4-Weekday,20241229,1
QV_D4-Sunday,20241229,2
QV_D4-Sunday-BM,20241228,2
QV_D4-Sunday,20240902,1
QV_D4-Sunday-BM,20240901,1
QV_D4-Sunday,20241128,1
QV_D4-Sunday-BM,20241127,1
QV_D4-Sunday,20241225,1
QV_D4-Sunday-BM,20241224,1
QV_D4-Sunday,20250101,1
QV_D4-Sunday-BM,20241231,1
QV_D4-Weekday-SDon,20241014,2
QV_D4-Weekday-SDon-BM,20241013,2
QV_D4-Weekday-SDon,20241128,2
QV_D4-Weekday-SDon-BM,20241127,2
QV_D4-Weekday-SDon,20241129,2
QV_D4-Weekday-SDon-BM,20241128,2
QV_D4-Weekday-SDon,20241224,2
QV_D4-Weekday-SDon-BM,20241223,2
QV_D4-Weekday-SDon,20241225,2
QV_D4-Weekday-SDon-BM,20241224,2
QV_D4-Weekday-SDon,20241226,2
QV_D4-Weekday-SDon-BM,20241225,2
QV_D4-Weekday-SDon,20241227,2
QV_D4-Weekday-SDon-BM,20241226,2
QV_D4-Weekday-SDon,20241230,2
QV_D4-Weekday-SDon-BM,20241229,2
QV_D4-Weekday-SDon,20241231,2
QV_D4-Weekday-SDon-BM,20241230,2
QV_D4-Weekday-SDon,20250101,2
QV_D4-Weekday-SDon-BM,20241231,2
QV_D4-Weekday-SDon,20240903,2
QV_D4-Weekday-SDon-BM,20240902,2
QV_D4-Weekday-SDon,20240904,2
QV_D4-Weekday-SDon-BM,20240903,2
QV_D4-Weekday-SDon,20241003,2
QV_D4-Weekday-SDon-BM,20241002,2
QV_D4-Weekday-SDon,20241004,2
QV_D4-Weekday-SDon-BM,20241003,2
QV_D4-Weekday-SDon,20241101,2
QV_D4-Weekday-SDon-BM,20241031,2
QV_D4-Weekday-SDon,20241105,2
QV_D4-Weekday-SDon-BM,20241104,2
QV_D4-Weekday-SDon,20241111,2
QV_D4-Weekday-SDon-BM,20241110,2
QV_D4-Weekday,20240903,1
QV_D4-Weekday-BM,20240902,1
QV_D4-Weekday,20240904,1
QV_D4-Weekday-BM,20240903,1
QV_D4-Weekday,20241003,1
QV_D4-Weekday-BM,20241002,1
QV_D4-Weekday,20241004,1
QV_D4-Weekday-BM,20241003,1
QV_D4-Weekday,20241101,1
QV_D4-Weekday-BM,20241031,1
QV_D4-Weekday,20241105,1
QV_D4-Weekday-BM,20241104,1
QV_D4-Weekday,20241111,1
QV_D4-Weekday-BM,20241110,1
QV_D4-Saturday,20241228,2
QV_D4-Saturday-BM,20241227,2
QV_O4-Weekday,20241015,2
QV_O4-Weekday-BM,20241014,2
QV_O4-Weekday,20241016,2
QV_O4-Weekday-BM,20241015,2
QV_O4-Weekday,20241017,2
QV_O4-Weekday-BM,20241016,2
QV_O4-Weekday,20241018,2
QV_O4-Weekday-BM,20241017,2
QV_O4-Weekday,20241021,2
QV_O4-Weekday-BM,20241020,2
QV_O4-Weekday,20241022,2
QV_O4-Weekday-BM,20241021,2
QV_O4-Weekday,20241023,2
QV_O4-Weekday-BM,20241022,2
QV_O4-Weekday,20241024,2
QV_O4-Weekday-BM,20241023,2
QV_O4-Weekday,20241025,2
QV_O4-Weekday-BM,20241024,2
QV_O4-Weekday,20241028,2
QV_O4-Weekday-BM,20241027,2
QV_O4-Weekday,20241029,2
QV_O4-Weekday-BM,20241028,2
QV_O4-Weekday,20241030,2
QV_O4-Weekday-BM,20241029,2
QV_O4-Weekday,20241031,2
QV_O4-Weekday-BM,20241030,2
QV_O4-Weekday,20241101,2
QV_O4-Weekday-BM,20241031,2
QV_O4-Weekday,20241104,2
QV_O4-Weekday-BM,20241103,2
QV_O4-Weekday,20241105,2
QV_O4-Weekday-BM,20241104,2
QV_O4-Weekday,20241106,2
QV_O4-Weekday-BM,20241105,2
QV_O4-Weekday,20241107,2
QV_O4-Weekday-BM,20241106,2
QV_O4-Weekday,20241108,2
QV_O4-Weekday-BM,20241107,2
QV_O4-Weekday,20241111,2
QV_O4-Weekday-BM,20241110,2
QV_O4-Weekday,20241112,2
QV_O4-Weekday-BM,20241111,2
QV_O4-Weekday,20241113,2
QV_O4-Weekday-BM,20241112,2
QV_O4-Weekday,20241114,2
QV_O4-Weekday-BM,20241113,2
QV_O4-Weekday,20241115,2
QV_O4-Weekday-BM,20241114,2
QV_O4-Weekday,20241118,2
QV_O4-Weekday-BM,20241117,2
QV_O4-Weekday,20241119,2
QV_O4-Weekday-BM,20241118,2
QV_O4-Weekday,20241120,2
QV_O4-Weekday-BM,20241119,2
QV_O4-Weekday,20241121,2
QV_O4-Weekday-BM,20241120,2
QV_O4-Weekday,20241122,2
QV_O4-Weekday-BM,20241121,2
QV_O4-Weekday,20241125,2
QV_O4-Weekday-BM,20241124,2
QV_O4-Weekday,20241126,2
QV_O4-Weekday-BM,20241125,2
QV_O4-Weekday,20241127,2
QV_O4-Weekday-BM,20241126,2
QV_O4-Weekday,20241128,2
QV_O4-Weekday-BM,20241127,2
QV_O4-Weekday,20241202,2
QV_O4-Weekday-BM,20241201,2
QV_O4-Weekday,20241203,2
QV_O4-Weekday-BM,20241202,2
QV_O4-Weekday,20241204,2
QV_O4-Weekday-BM,20241203,2
QV_O4-Weekday,20241205,2
QV_O4-Weekday-BM,20241204,2
QV_O4-Weekday,20241206,2
QV_O4-Weekday-BM,20241205,2
QV_O4-Weekday,20241209,2
QV_O4-Weekday-BM,20241208,2
QV_O4-Weekday,20241210,2
QV_O4-Weekday-BM,20241209,2
QV_O4-Weekday,20241211,2
QV_O4-Weekday-BM,20241210,2
QV_O4-Weekday,20241212,2
QV_O4-Weekday-BM,20241211,2
QV_O4-Weekday,20241213,2
QV_O4-Weekday-BM,20241212,2
QV_O4-Weekday,20241216,2
QV_O4-Weekday-BM,20241215,2
QV_O4-Weekday,20241217,2
QV_O4-Weekday-BM,20241216,2
QV_O4-Weekday,20241218,2
QV_O4-Weekday-BM,20241217,2
QV_O4-Weekday,20241219,2
QV_O4-Weekday-BM,20241218,2
QV_O4-Weekday,20241220,2
QV_O4-Weekday-BM,20241219,2
QV_O4-Weekday,20241223,2
QV_O4-Weekday-BM,20241222,2
QV_O4-Weekday,20241225,2
QV_O4-Weekday-BM,20241224,2
QV_O4-Weekday,20241228,1
QV_O4-Weekday-BM,20241227,1
QV_O4-Weekday,20241229,1
QV_O4-Weekday-BM,20241228,1
