prices,adresses,sqm,city
Totalpris: 38 601 240 ,"Rødkleivfaret 1J, Oslo",234 ,Oslo
Totalpris: 10 855 790 ,"Magnus Bergs gate 6A, Oslo",82 ,Oslo
Totalpris: 9 185 390 ,"Huitfeldts gate 29, Oslo",90 ,Oslo
Totalpris: 27 601 240 ,"Rødkleivfaret 1J, Oslo",228 ,Oslo
Totalpris: 8 180 158 ,"Neuberggata 19A, Oslo",80 ,Oslo
Totalpris: 9 123 500 ,"Ballplassveien 4, Oslo",109 ,Oslo
Totalpris: 4 119 118 ,"Gamle Hovsetervei 2 B, Oslo",48 ,Oslo
Totalpris: 2 982 950 ,"Elsters gate 2, Oslo",21 ,Oslo
Totalpris: 11 603 000 ,"Munkerudåsen 30 A, Oslo",195 ,Oslo
Totalpris: 12 976 700 ,"Nils Collett Vogts vei 6 C, Oslo",131 ,Oslo
Totalpris: 9 226 000 ,"Fjellstuveien 19A, Oslo",107 ,Oslo
Totalpris: 17 646 550 ,"Korsvoll terrasse 7B, Oslo",217 ,Oslo
Totalpris: 11 891 240 ,"Leirskallhellinga 2, Oslo",243 ,Oslo
Totalpris: 5 801 700 ,"Bjerkebakken 59, Oslo",81 ,Oslo
Totalpris: 7 877 240 ,"Johan Scharffenbergs vei 89B, Oslo",108 ,Oslo
Totalpris: 22 056 250 ,"Tuengen allé 30, Oslo",233 ,Oslo
Totalpris: 3 675 431 ,"Haugerudveien 16, Oslo",41 ,Oslo
Totalpris: 4 991 688 ,"Trysilgata 5, Oslo",51 ,Oslo
Totalpris: 13 223 500 ,"Bernhard Herres vei 22A, Oslo",134 ,Oslo
Totalpris: 4 483 125 ,"Mortensrudveien 14K, Oslo",84 ,Oslo
Totalpris: 6 596 611 ,"Godals vei 14, Oslo",59 ,Oslo
Totalpris: 5 792 981 ,"Rosenborggata 9A, Oslo",49 ,Oslo
Totalpris: 4 772 690 ,"Sinsenveien 47D, leil A2-92, Oslo",37 ,Oslo
Totalpris: 16 145 860 ,"Husebygrenda 12c, Oslo",176 ,Oslo
Totalpris: 4 805 291 ,"Betzy Kjelsbergs vei 16A, Oslo",68 ,Oslo
Totalpris: 12 726 250 ,"Husebybakken 7, Oslo",175 ,Oslo
Totalpris: 14 883 000 ,"Munkerudkleiva 27, Oslo",256 ,Oslo
Totalpris: 5 639 720 ,"Marstrandgata 11, Oslo",37 ,Oslo
Totalpris: 5 682 881 ,"Turbinveien 7, Oslo",60 ,Oslo
Totalpris: 6 725 390 ,"Grüners gate 16B, Oslo",71 ,Oslo
Totalpris: 4 125 881 ,"Mellombølgen 58, Oslo",66 ,Oslo
Totalpris: 10 465 750 ,"Pilestredet 70, Oslo",125 ,Oslo
Totalpris: 8 819 190 ,"Bentsebrugata 17D, Oslo",94 ,Oslo
Totalpris: 33 826 240 ,"Strømsborgveien 18 B, Oslo",221 ,Oslo
Totalpris: 66 626 240 ,"Strømsborgveien 18, Oslo",280 ,Oslo
Totalpris: 4 356 881 ,"Enoks vei 30, Oslo",55 ,Oslo
Totalpris: 3 788 610 ,"Edvard Munchs vei 71, Oslo",56 ,Oslo
Totalpris: 6 058 400 ,"Stensgata 10 A, Oslo",59 ,Oslo
Totalpris: 4 921 000 ,"Bertrand Narvesens vei 4C, Oslo",61 ,Oslo
Totalpris: 5 830 248 ,"Seilduksgata 28A, Oslo",69 ,Oslo
Totalpris: 35 876 000 ,"Fahlstrøms Terrasse 5-7, Oslo",179 ,Oslo
Totalpris: 9 758 000 ,"Leirskallbakken 33, Oslo",150 ,Oslo
Totalpris: 6 773 024 ,"Eckersbergs gate 35B, Oslo",49 ,Oslo
Totalpris: 8 990 300 ,"Erlandstuveien 8, Oslo",128 ,Oslo
Totalpris: 3 657 266 ,"Tante Ulrikkes vei 28B, Oslo",73 ,Oslo
Totalpris: 9 738 500 ,"Lillogata 5L, Oslo",76 ,Oslo
Totalpris: 3 551 727 ,"Johan Scharffenbergs vei 122, Oslo",57 ,Oslo
Totalpris: 30 248 400 ,"Skovveien 17, Oslo",210 ,Oslo
Totalpris: 7 032 150 ,"Fredensborgveien 2A, Oslo",95 ,Oslo
Totalpris: 5 798 178 ,"Feltspatveien 34, Oslo",73 ,Oslo
Totalpris: 10 753 250 ,"Frysjaveien 42N, Oslo",107 ,Oslo
Totalpris: 12 260 390 ,"Lillevannsveien 25E, Oslo",124 ,Oslo
Totalpris: 5 746 912 ,"Grenseveien 52, Oslo",61 ,Oslo
Totalpris: 17 323 500 ,"Lersolveien 15, Oslo",209 ,Oslo
Totalpris: 12 557 250 ,"Jegerveien 54, Oslo",125 ,Oslo
Totalpris: 4 515 466 ,"Ellen Gleditsch' vei 2, Oslo",99 ,Oslo
Totalpris: 5 088 556 ,"Schweigaards gate 87, Oslo",55 ,Oslo
Totalpris: 8 508 740 ,"Frydenbergveien 45, Oslo",110 ,Oslo
Totalpris: 9 936 627 ,"Damplassen 15, Oslo",70 ,Oslo
Totalpris: 5 140 527 ,"Hans Nielsen Hauges gate 37 F, Oslo",44 ,Oslo
Totalpris: 24 498 500 ,"Rasmus Winderens vei 12, Oslo",255 ,Oslo
Totalpris: 4 386 190 ,"Trygve Strømbergs vei 6C, Oslo",98 ,Oslo
Totalpris: 5 141 835 ,"Elisenbergveien 35B, Oslo",47 ,Oslo
Totalpris: 6 476 457 ,"Feddersens gate 1, Oslo",57 ,Oslo
Totalpris: 14 070 068 ,"Øvre Ullern terrasse 77, Oslo",252 ,Oslo
Totalpris: 20 966 240 ,"Bekkefaret 8D, Oslo",185 ,Oslo
Totalpris: 4 059 890 ,"Etterstadkroken 5B, Oslo",52 ,Oslo
Totalpris: 5 300 221 ,"Langbølgen 50, Oslo",75 ,Oslo
Totalpris: 3 368 221 ,"Ragnhild Schibbyes vei 50, Oslo",53 ,Oslo
Totalpris: 19 239 490 ,"Grimelundshaugen 3, Oslo",300 ,Oslo
Totalpris: 15 293 240 ,"Lillevannsveien 27B, Oslo",205 ,Oslo
Totalpris: 4 593 881 ,"Åsensvingen 7B, Oslo",52 ,Oslo
Totalpris: 6 933 190 ,"Nobels gate 21, Oslo",58 ,Oslo
Totalpris: 4 650 101 ,"Marcus Thranes gate 20, Oslo",47 ,Oslo
Totalpris: 7 340 435 ,"Munkegata 2C, Oslo",82 ,Oslo
Totalpris: 13 326 000 ,"Haråsveien 2J, Oslo",170 ,Oslo
Totalpris: 4 760 981 ,"Vossegata 18C, Oslo",45 ,Oslo
Totalpris: 7 189 981 ,"Sigurd Hoels vei 22, Oslo",72 ,Oslo
Totalpris: 25 643 193 ,"Operagata 75 A, Oslo",127 ,Oslo
Totalpris: 4 475 900 ,"Brekkelia 3D, Oslo",40 ,Oslo
Totalpris: 19 271 240 ,"Krags vei 4C, Oslo",189 ,Oslo
Totalpris: 3 897 354 ,"Grensestien 1, Oslo",95 ,Oslo
Totalpris: 10 173 240 ,"Hammerstads gate 17, Oslo",92 ,Oslo
Totalpris: 4 295 990 ,"Nedre Prinsdals vei 48B, Oslo",87 ,Oslo
Totalpris: 5 438 296 ,"Granstangen 30C, Oslo",107 ,Oslo
Totalpris: 5 904 200 ,"Messepromenaden 10, Oslo",46 ,Oslo
Totalpris: 9 116 969 ,"Sandakerveien 29E, Oslo",96 ,Oslo
Totalpris: 2 984 845 ,"Teisenveien 5 E, Oslo",24 ,Oslo
Totalpris: 8 207 743 ,"Zetlitz' gate 5A, Oslo",77 ,Oslo
Totalpris: 4 305 402 ,"Trondheimsveien 14C, Oslo",36 ,Oslo
Totalpris: 3 816 949 ,"Kalbakkstubben 1, Oslo",65 ,Oslo
Totalpris: 13 048 740 ,"Vollebekk Stasjon G-601, Oslo",86 ,Oslo
Totalpris: 11 071 000 ,"Agronomveien 6, Oslo",231 ,Oslo
Totalpris: 22 058 240 ,"Melkeveien 7B, Oslo",229 ,Oslo
Totalpris: 5 340 518 ,"Trondheimsveien 2G, Oslo",50 ,Oslo
Totalpris: 8 177 360 ,"Oskar Braatens gate 25, Oslo",95 ,Oslo
Totalpris: 9 380 050 ,"Ekebergveien 131A, Oslo",93 ,Oslo
Totalpris: 10 953 311 ,"Niels Juels gate 70A, Oslo",97 ,Oslo
Totalpris: 6 981 640 ,"Bjerregaards gate 24C, Oslo",67 ,Oslo
Totalpris: 7 601 640 ,"Waldemar Thranes gate 55B, Oslo",95 ,Oslo
Totalpris: 3 760 606 ,"Tante Ulrikkes vei 73, Oslo",84 ,Oslo
Totalpris: 16 918 740 ,"Thereses gate B201, Oslo",115 ,Oslo
Totalpris: 14 319 490 ,"Morgedalsvegen 8A, Oslo",185 ,Oslo
Totalpris: 14 248 500 ,"Ris skolevei 5, Oslo",227 ,Oslo
Totalpris: 17 385 390 ,"Dalsveien 40X, Oslo",126 ,Oslo
Totalpris: 28 754 000 - 31 754 000 ,"Bygdøynesveien 28, Oslo",233 - 244 ,Oslo
Totalpris: 11 601 000 ,"Venåsvegen 28C, Oslo",129 ,Oslo
Totalpris: 11 010 300 ,"Venåsvegen 28B, Oslo",136 ,Oslo
Totalpris: 5 904 200 ,"Fredensborgveien 8, Oslo",50 ,Oslo
Totalpris: 11 601 000 ,"Venåsvegen 28A, Oslo",135 ,Oslo
Totalpris: 6 672 950 ,"Hovinveien 43H, Oslo",66 ,Oslo
Totalpris: 24 293 740 ,"Gimle terrasse 3, Oslo",145 ,Oslo
Totalpris: 6 868 740 ,"Åslandveien 36, Oslo",185 ,Oslo
Totalpris: 22 551 000 ,"Skogryggveien 14A, Oslo",180 ,Oslo
Totalpris: 5 863 490 ,"Høyblokka A-0102 NY, Oslo",47 ,Oslo
Totalpris: 7 932 124 ,"Welhavens gate 12, Oslo",79 ,Oslo
Totalpris: 4 835 940 ,"Nebbejordet 83, Oslo",92 ,Oslo
Totalpris: 5 658 139 ,"Frederik Glads gate 21C, Oslo",69 ,Oslo
Totalpris: 6 653 250 ,"Dronning Eufemias gate 12, Oslo",39 ,Oslo
Totalpris: 4 475 981 ,"Trondheimsveien 99, Oslo",50 ,Oslo
Totalpris: 3 976 000 ,"Dælenenggata 3A, Oslo",40 ,Oslo
Totalpris: 8 175 370 ,"Vollebekkveien 2G, Oslo",86 ,Oslo
Totalpris: 2 506 900 ,"Gunnar Schjelderups vei 33B, Oslo",14 ,Oslo
Totalpris: 7 263 949 ,"Brobekkveien 58 C, Oslo",81 ,Oslo
Totalpris: 5 397 235 ,"Selvbyggerveien 139, Oslo",67 ,Oslo
Totalpris: 4 166 581 ,"Ammerudhellinga 46, Oslo",76 ,Oslo
Totalpris: 3 216 766 ,"Johan Scharffenbergs vei 99, Oslo",45 ,Oslo
Totalpris: 5 352 168 ,"Olaf Helsets vei 1 B, Oslo",76 ,Oslo
Totalpris: 6 972 329 ,"Leyrins gate 3, Oslo",69 ,Oslo
Totalpris: 12 044 990 ,"Hans Nordahls gate 36, Oslo",125 ,Oslo
Totalpris: 3 111 621 ,"Kalbakkslyngen 14, Oslo",56 ,Oslo
Totalpris: 4 215 221 ,"Kristoffer Robins vei 54, Oslo",86 ,Oslo
Totalpris: 5 234 941 ,"Strømstadgata 10, Oslo",53 ,Oslo
Totalpris: 9 174 990 ,"Dronning Eufemias gate 53, Oslo",70 ,Oslo
Totalpris: 12 803 490 ,"Granstuveien 4C, Oslo",124 ,Oslo
Totalpris: 14 059 260 ,"Holtegata 2B, Oslo",126 ,Oslo
Totalpris: 4 113 309 ,"Bertramjordet 63, Oslo",96 ,Oslo
Totalpris: 926 342 ,"Middelthuns gate 21C, Oslo",15 ,Oslo
Totalpris: 9 887 734 ,"Hans Nielsen Hauges gate 37 G, Oslo",104 ,Oslo
Totalpris: 7 073 500 ,"Brolandsveien 12B, Oslo",212 ,Oslo
Totalpris: 3 883 199 ,"Skullerudveien 59, Oslo",49 ,Oslo
Totalpris: 17 854 649 ,"Niels Juels gate 48, Oslo",140 ,Oslo
Totalpris: 8 559 043 ,"Vøyensvingen 19B, Oslo",73 ,Oslo
Totalpris: 4 683 970 ,"Mandalls gate 4N, Oslo",39 ,Oslo
Totalpris: 28 598 740 ,"Monolitveien 14C, Oslo",357 ,Oslo
Totalpris: 21 537 968 ,"Rostockgata 50, Oslo",137 ,Oslo
Totalpris: 26 649 497 ,"Operagata 73A, Oslo",119 ,Oslo
Totalpris: 5 588 950 - 10 502 400 ,"Sinsenveien 45 C, Oslo",36 - 98 ,Oslo
Totalpris: 30 179 800 ,"Fabritiusalleen 7, Oslo",224 ,Oslo
Totalpris: 2 416 240 ,"Odvar Solbergs vei 75A, Oslo",54 ,Oslo
Totalpris: 4 053 235 ,"Golfstubben 3, Oslo",39 ,Oslo
Totalpris: 4 626 981 ,"Høybråtenveien 23C, Oslo",104 ,Oslo
Totalpris: 4 135 281 ,"Orknøygata 2B, Oslo",31 ,Oslo
Totalpris: 3 486 000 ,"Jerikoveien 67, Oslo",37 ,Oslo
Totalpris: 3 487 221 ,"Skiferveien 18, Oslo",40 ,Oslo
Totalpris: 5 119 721 ,"Etterstadsletta 95C, Oslo",68 ,Oslo
Totalpris: 6 852 232 ,"Omsens gate 9 A, Oslo",92 ,Oslo
Totalpris: 7 754 705 ,"Stockholmgata 33, Oslo",87 ,Oslo
Totalpris: 7 595 490 ,"Lørenveien 56B, Oslo",82 ,Oslo
Totalpris: 2 770 981 ,"Høybråtenveien 23I, Oslo",60 ,Oslo
Totalpris: 6 315 997 ,"Fredheimveien 9A, Oslo",146 ,Oslo
Totalpris: 15 492 763 ,"Vibes gate 24, Oslo",122 ,Oslo
Totalpris: 14 325 390 ,"Suhms gate 5, Oslo",129 ,Oslo
Totalpris: 7 963 684 ,"Ruseløkkveien 61, Oslo",75 ,Oslo
Totalpris: 4 486 431 ,"Lindebergåsen 12B, Oslo",100 ,Oslo
Totalpris: 3 905 808 ,"Deichmans gate 13, Oslo",28 ,Oslo
Totalpris: 5 126 390 ,"Jens Bjelkes gate 82C, Oslo",58 ,Oslo
Totalpris: 8 343 605 ,"Gladengveien 8, D203 - Transport, Oslo",71 ,Oslo
Totalpris: 7 063 490 ,"Konghellegata 8, Oslo",69 ,Oslo
Totalpris: 3 475 525 ,"Fossumberget 50, Oslo",86 ,Oslo
Totalpris: 15 283 400 ,"Vallegata 15B, Oslo",127 ,Oslo
Totalpris: 7 883 490 ,"Bekkenstenveien 44, Oslo",159 ,Oslo
Totalpris: 14 143 800 - 37 743 619 ,"Hyllveien 13-19, Oslo",84 - 166 ,Oslo
Totalpris: 3 210 246 ,"Tokerudberget 5, Oslo",64 ,Oslo
Totalpris: 13 946 850 ,"Voksenkollveien 76A, hus 11, Oslo",162 ,Oslo
Totalpris: 4 494 860 ,"Vollebekkveien 2 G, Oslo",37 ,Oslo
Totalpris: 5 101 583 ,"Grenseveien 20, Oslo",55 ,Oslo
Totalpris: 5 283 372 ,"Traverveien 11, Oslo",67 ,Oslo
Totalpris: 8 507 500 ,"Skøyenåsveien 9A, Oslo",93 ,Oslo
Totalpris: 4 218 949 ,"Spektrumveien 4, Oslo",55 ,Oslo
Totalpris: 6 919 750 ,"Golfstubben 14, Oslo",78 ,Oslo
Totalpris: 8 191 994 ,"Helgesens gate 17, Oslo",89 ,Oslo
Totalpris: 17 958 000 ,"Vestliveien 10B, Oslo",174 ,Oslo
Totalpris: 8 358 800 ,"Sinsenveien 51 A, Oslo",93 ,Oslo
Totalpris: 3 789 204 ,"Utmarkveien 12, Oslo",52 ,Oslo
Totalpris: 22 509 800 ,"Gyldenløves gate 19 A, Oslo",168 ,Oslo
Totalpris: 7 662 370 ,"Badebakken 2, Oslo",73 ,Oslo
Totalpris: 5 925 220 ,"Gladengveien 8, B302 - Transport, Oslo",46 ,Oslo
Totalpris: 3 864 693 ,"Calmeyers gate 13A, Oslo",43 ,Oslo
Totalpris: 4 568 240 ,"Lakkegata 17, Oslo",67 ,Oslo
Totalpris: 10 670 490 ,"Ryenbergveien 13C, Oslo",61 ,Oslo
Totalpris: 4 095 240 ,"Langes gate 6, Oslo",29 ,Oslo
Totalpris: 15 684 239 ,"Løvenskiolds gate 16, Oslo",153 ,Oslo
Totalpris: 23 319 990 ,"Haråsveien 2 B, Oslo",269 ,Oslo
Totalpris: 19 651 200 - 20 101 200 ,"Hartmanns vei 36, Oslo",174 - 191 ,Oslo
Totalpris: 18 158 870 - 18 658 700 ,"Ullernkollen 26 - 32, Oslo",174 - 175 ,Oslo
Totalpris: 4 396 315 ,"Lilleakerveien 40, Oslo",47 ,Oslo
Totalpris: 4 509 077 ,"Statsråd Mathiesens vei 6B, Oslo",70 ,Oslo
Totalpris: 3 741 385 ,"Åkebergveien 42B, Oslo",32 ,Oslo
Totalpris: 4 929 700 ,"Jacob Aalls gate 4, Oslo",34 ,Oslo
Totalpris: 15 462 260 ,"Bygdøy allé 73B, Oslo",175 ,Oslo
Totalpris: 17 045 310 ,"Sinsenveien 45A, leil. E-90, Oslo",111 ,Oslo
Totalpris: 2 884 325 ,"Osterhaus' gate 6A, Oslo",17 ,Oslo
Totalpris: 4 982 890 ,"Bøkkerveien 10C, Oslo",52 ,Oslo
Totalpris: 9 533 500 ,"Lachmanns vei 1, Oslo",102 ,Oslo
Totalpris: 15 171 000 ,"Risbakken 21, Oslo",174 ,Oslo
Totalpris: 4 460 306 ,"Østgaards gate 1, Oslo",47 ,Oslo
Totalpris: 5 507 044 ,"Bjerregaards gate 68A, Oslo",60 ,Oslo
Totalpris: 8 620 950 ,"Lillogata 5P, Oslo",76 ,Oslo
Totalpris: 4 912 250 ,"Malerhaugveien 34A, Oslo",49 ,Oslo
Totalpris: 4 118 981 ,"Båhusveien 26, Oslo",41 ,Oslo
Totalpris: 5 797 891 ,"Sannergata 7 A - Andel 7, Oslo",46 ,Oslo
Totalpris: 4 104 838 ,"Stavangergata 25, Oslo",34 ,Oslo
Totalpris: 4 106 239 ,"Tevlingveien 11B, Oslo",51 ,Oslo
Totalpris: 8 134 050 - 16 765 620 ,"Sinsenveien 49, Oslo",80 - 111 ,Oslo
Totalpris: 10 097 250 ,"Frognerseterveien 25, Oslo",51 ,Oslo
Totalpris: 15 273 500 ,"Gladvollveien 1, Oslo",59 ,Oslo
Totalpris: 11 265 990 ,"Niels Juels gate 40B, Oslo",100 ,Oslo
Totalpris: 5 661 030 ,"Hammerstads gate 26, Oslo",313 ,Oslo
Totalpris: 11 032 650 ,"Furuset allé 19 A, Oslo",106 ,Oslo
Fellesutg.: 1 716 ,"Tøyengata 26A, Oslo",53 ,Oslo
Totalpris: 8 098 500 ,"Fernanda Nissens gate 3A, Oslo",166 ,Oslo
Totalpris: 3 998 500 ,"Nico Hambros vei 12, Oslo",22 ,Oslo
"Eier (Selveier) ∙ Rekkehus, Tomannsbolig","Vesteråsveien 16 og 18, Oslo, Oslo",72 ,Oslo
Totalpris: 4 347 221 ,"Nåkkves vei 3, Oslo",71 ,Oslo
Totalpris: 4 128 940 ,"Bølerlia 137, Oslo",66 ,Oslo
Totalpris: 7 548 800 ,"Prinsessealléen, Oslo",64 ,Oslo
Totalpris: 7 969 732 ,"Ullevålsveien 82D, Oslo",54 ,Oslo
Totalpris: 4 595 182 ,"Bjørn Stallares vei 15, Oslo",78 ,Oslo
Totalpris: 3 948 683 ,"Trondheimsveien 157, Oslo",41 ,Oslo
Totalpris: 13 643 250 ,"Blindernveien 7G, Oslo",44 ,Oslo
Totalpris: 40 495 942 ,"Dyna brygge 5, Oslo",103 ,Oslo
Totalpris: 46 126 240 ,"Haråsveien 2 F, Oslo",150 ,Oslo
Totalpris: 23 726 499 ,"Holmenveien 23 A, Oslo",469 ,Oslo
Totalpris: 5 621 900 ,"Kurveien 41, Oslo",197 ,Oslo
Totalpris: 4 885 471 ,"Refstadsvingen 3, Oslo",63 ,Oslo
Totalpris: 4 973 918 ,"Uelands gate 50, Oslo",71 ,Oslo
Totalpris: 27 126 200 ,"Frognerseterveien 24 D, Oslo",57 ,Oslo
Totalpris: 14 863 740 ,"Dagalikroken 2, Oslo",275 ,Oslo
Totalpris: 15 908 240 ,"Kirkeåsveien 1A, Oslo",181 ,Oslo
Totalpris: 9 184 050 ,"Sørkedalsveien 227, Oslo",211 ,Oslo
Totalpris: 17 445 740 ,"Sognsveien 118A, Oslo",153 ,Oslo
Totalpris: 16 933 240 ,"Sognsveien 118B, Oslo",108 ,Oslo
Totalpris: 6 612 250 ,"Lindemans gate 4A, Oslo",86 ,Oslo
Totalpris: 4 384 901 ,"Casparis gate 9, Oslo",53 ,Oslo
Totalpris: 8 164 204 ,"Orknøygata 8A, Oslo",38 ,Oslo
Totalpris: 5 198 263 ,"Markveien 30B, Oslo",90 ,Oslo
Totalpris: 21 119 750 ,"Langsetveien 2B, Oslo",57 ,Oslo
Totalpris: 4 963 981 ,"Vækerøveien 130G, Oslo",192 ,Oslo
Totalpris: 11 127 450 ,"Bestumveien 27A - Andel 2, Oslo",56 ,Oslo
Totalpris: 11 993 740 ,"Landgangen 3, Oslo",137 ,Oslo
Totalpris: 9 297 672 ,"Ulvenveien 90 D. Ulvenkroken 1 borettslag, leilighet 4017*Mulighet for Bostart, Oslo",58 ,Oslo
Totalpris: 15 383 830 ,"Lundliveien 24, Oslo",101 ,Oslo
Totalpris: 10 157 950 ,"Ekebergveien 241E, Oslo",389 ,Oslo
Totalpris: 5 711 472 ,"Hammerstads gate 28, Oslo",66 ,Oslo
Totalpris: 4 187 004 ,"Motzfeldts gate 14, Oslo",51 ,Oslo
Totalpris: 7 687 740 ,"Abildsøveien 62B, Oslo",47 ,Oslo
Eier (Selveier) ∙ Leilighet ∙ 3 soverom,"Østgaards gate 44, Oslo",194 ,Oslo
Totalpris: 4 646 899 ,"Rathkes gate 11A, Oslo",41 ,Oslo
Totalpris: 3 864 676 ,"Olaf Schous vei 5, Oslo",32 ,Oslo
Totalpris: 7 637 592 ,"Sandakerveien 56C, Oslo",61 ,Oslo
Totalpris: 13 243 240 ,"Sandstuveien 40, Oslo",215 ,Oslo
Totalpris: 3 496 090 ,"Maridalsveien 11A, Oslo",24 ,Oslo
Totalpris: 9 500 000 - 28 500 000 ,"Nobels gate 16A, Oslo",51 - 117 ,Oslo
Totalpris: 3 996 127 ,"Uelands gate 57Q, Oslo",31 ,Oslo
Totalpris: 3 847 580 ,"Sandefjordgata 3F, Oslo",31 ,Oslo
Totalpris: 4 168 283 ,"Romsdalsgata 7A, Oslo",32 ,Oslo
Totalpris: 3 879 230 ,"Munkedamsveien 55, Oslo",39 ,Oslo
Totalpris: 18 470 500 ,"Sportsveien 12AB, Oslo",276 ,Oslo
Totalpris: 2 723 740 - 3 080 794 ,"Sandstuveien 56, Oslo",48 - 66 ,Oslo
Totalpris: 11 820 692 ,"Geitmyrsveien 70, Oslo",106 ,Oslo
Totalpris: 2 828 242 ,"Stovner Senter 1, Oslo",29 ,Oslo
Totalpris: 5 867 949 ,"Etterstadsletta 67A, Oslo",66 ,Oslo
Totalpris: 5 274 701 - 9 640 015 ,"Ulvenkroken 1 borettslag. Mulighet for prisreduksjon med 20% Bostart på utvalgt leilighet, Oslo",46 - 84 ,Oslo
Totalpris: 12 290 990 ,"Åsstubben 68, Oslo",129 ,Oslo
Totalpris: 5 124 298 - 11 051 373 ,"Ulvenkroken borettslag 1, Salgstrinn 1. Mulighet for prisreduksjon med 20% Bostart på utvalgte leili, Oslo",43 - 111 ,Oslo
Totalpris: 8 428 698 ,"Maries gate 10D, Oslo",68 ,Oslo
Totalpris: 4 103 519 ,"Orknøygata 2A, Oslo",45 ,Oslo
Totalpris: 4 651 450 ,"Hovseterveien 42B, Oslo",54 ,Oslo
Totalpris: 3 379 949 ,"Odvar Solbergs vei 50, Oslo",83 ,Oslo
Totalpris: 14 146 000 ,"Observatoriegata 14A, Oslo",130 ,Oslo
Totalpris: 6 250 040 ,"Selvbyggerveien 128, Oslo",75 ,Oslo
Totalpris: 4 725 941 ,"Lysehagan 50, Oslo",63 ,Oslo
Totalpris: 16 351 170 ,"Karistuveien 3A, Oslo",229 ,Oslo
Totalpris: 6 412 250 ,"Gydas vei 28, Oslo",50 ,Oslo
Totalpris: 18 684 111 ,"Oberst Angells vei 4, Oslo",201 ,Oslo
Totalpris: 4 879 240 ,"Lørenvangen 38, Oslo",45 ,Oslo
Totalpris: 19 951 170 - 23 951 170 ,"Tyslevveien 55, Oslo",233 - 235 ,Oslo
Totalpris: 18 963 740 ,"Melumveien 83B, Oslo",253 ,Oslo
Totalpris: 5 115 400 ,"Bøkkerveien 10A, Oslo",48 ,Oslo
Totalpris: 35 586 250 ,"Volvat Terrasse 7, Oslo",250 ,Oslo
Totalpris: 5 382 250 ,"Sigurd Hoels vei 67, Oslo",50 ,Oslo
Totalpris: 10 251 240 ,"Tingstuveien 27-29 (seksjon 2), Oslo",194 ,Oslo
Totalpris: 10 251 240 ,"Tingstuveien 27-29 (seksjon 1), Oslo",256 ,Oslo
Totalpris: 20 501 240 ,"Tingstuveien 27-29, Oslo",473 ,Oslo
Totalpris: 4 584 881 ,"Selma Ellefsens vei 11F, Oslo",44 ,Oslo
Totalpris: 4 089 850 ,"Edvard Munchs vei 51, Oslo",105 ,Oslo
Totalpris: 40 503 181 ,"Thomas Heftyes gate 34, Oslo",283 ,Oslo
Totalpris: 2 685 981 ,"Liakollveien 26B, Oslo",52 ,Oslo
Totalpris: 5 747 150 ,"Toftes gate 2, Oslo",53 ,Oslo
Totalpris: 4 396 621 ,"Turbinveien 22, Oslo",53 ,Oslo
Totalpris: 7 141 134 ,"Thulstrups gate 7B - Andel 46, Oslo",66 ,Oslo
Totalpris: 6 322 185 ,"Thulstrups gate 7A - Andel 62, Oslo",58 ,Oslo
Totalpris: 4 709 221 ,"Årvollveien 17, Oslo",62 ,Oslo
Totalpris: 5 574 182 ,"Kløfterhagen 27 B, Oslo",106 ,Oslo
Totalpris: 11 355 396 ,"Betzy Kjelsbergs vei 26E, Oslo",135 ,Oslo
Totalpris: 29 530 300 ,"Helleveien 8 A, Oslo",195 ,Oslo
Totalpris: 4 892 119 ,"Torshovgata 12A, Oslo",40 ,Oslo
Totalpris: 6 107 847 ,"Fredrikke Qvams gate 9A, Oslo",51 ,Oslo
Totalpris: 6 888 596 ,"Lersolveien 4, Oslo",72 ,Oslo
Totalpris: 18 706 250 ,"Sophus Lies Gate 10, Oslo",139 ,Oslo
Totalpris: 4 204 599 ,"Håvalds vei 6B, Oslo",49 ,Oslo
Totalpris: 26 101 000 - 27 001 000 ,"Holmenveien 30, Oslo",79 ,Oslo
Totalpris: 2 794 621 ,"Gransdalen 33A, Oslo",179 - 180 ,Oslo
Totalpris: 4 743 981 ,"Vækerøveien 118 D, Oslo",56 ,Oslo
Totalpris: 10 597 981 ,"Holmenkollveien 127B, Oslo",56 ,Oslo
Totalpris: 2 809 450 ,"Dalsbergstien 22A, Oslo",126 ,Oslo
Totalpris: 5 660 450 ,"Normannsgata 4, Oslo",16 ,Oslo
Totalpris: 5 302 715 ,"Othilie Tonnings vei 4B, Oslo",55 ,Oslo
Totalpris: 5 192 343 ,"Åssiden Terrasse 2, Oslo",68 ,Oslo
Totalpris: 9 854 440 ,"Frysjaveien 42M, Oslo",61 ,Oslo
Totalpris: 5 238 500 ,"Motzfeldts gate 8, Oslo",100 ,Oslo
Totalpris: 6 144 422 ,"Anna Rogstads vei 43A, Oslo",67 ,Oslo
Totalpris: 16 316 640 ,"Ørakerstien 4A, Oslo",69 ,Oslo
Totalpris: 4 840 038 ,"Rosenborggata 8, Oslo",192 ,Oslo
Totalpris: 11 997 823 ,"Majorstuveien 18, Oslo",39 ,Oslo
Totalpris: 6 737 254 ,"Uelands gate 38, Oslo",104 ,Oslo
Totalpris: 3 668 339 ,"Fjørtofts gate 13, Oslo",58 ,Oslo
Totalpris: 16 778 908 - 21 198 876 ,"Ankerveien 96A-H, Oslo",22 ,Oslo
