prices,adresses,sqm,city
Totalpris: 18 399 750 ,"Arilds vei 26B, Oslo",302 ,Oslo
Totalpris: 20 398 740 ,"Trelastgata 21, Oslo",97 ,Oslo
Totalpris: 20 408 400 ,"Sørkedalsveien 55 - Snr. 2, Oslo",245 ,Oslo
Totalpris: 4 686 192 ,"Lindebergåsen 18B, Oslo",100 ,Oslo
Totalpris: 3 434 990 ,"Krumgata 4A, Oslo",19 ,Oslo
Totalpris: 975 575 ,"Hansteens gate 16, Oslo",1 ,Oslo
Totalpris: 6 973 160 ,"Kongsvingergata 7A, Oslo",65 ,Oslo
Totalpris: 3 998 500 ,"Blakkens vei 99, Oslo",75 ,Oslo
Totalpris: 7 093 000 ,"Haugerudhagan 60B, Oslo",147 ,Oslo
Totalpris: 22 049 140 ,"Grimelundsveien 2D, Oslo",142 ,Oslo
Totalpris: 15 365 990 ,"Stasjonsveien 3, Oslo",199 ,Oslo
Totalpris: 3 878 204 ,"Schønings gate 34, Oslo",28 ,Oslo
Totalpris: 4 378 221 ,"Høybråtenveien 21B, Oslo",104 ,Oslo
Totalpris: 5 658 000 ,"Nyjordstubben 146, Oslo",116 ,Oslo
Totalpris: 6 970 650 ,"Furulundtoppen 20C, Oslo",72 ,Oslo
Totalpris: 5 909 000 - 18 556 600 ,"Grensesvingen 7, Oslo",44 - 139 ,Oslo
Totalpris: 3 803 911 ,"Parkveien 64, Oslo",27 ,Oslo
Totalpris: 12 210 450 ,"Lille Frogner allé 1, Oslo",104 ,Oslo
Totalpris: 21 651 200 - 23 701 370 ,"Dalsveien 45 A, Oslo",209 - 215 ,Oslo
Totalpris: 6 660 650 ,"Hans Nordahls gate 96A, Oslo",68 ,Oslo
Totalpris: 5 961 762 ,"Kurveien 44, Oslo",68 ,Oslo
Totalpris: 4 221 460 ,"Flyveien 13, Oslo",56 ,Oslo
Totalpris: 8 911 640 ,"Magnus' gate 1A, Oslo",95 ,Oslo
Totalpris: 7 139 754 ,"Etterstadsletta 62, Oslo",100 ,Oslo
Totalpris: 4 186 738 ,"Sletteløkka 23B, Oslo",64 ,Oslo
Totalpris: 10 774 140 ,"Carl Lundgrens vei 28, Oslo",79 ,Oslo
Totalpris: 5 863 490 ,"Høyblokka A-0702 NY, Oslo",43 ,Oslo
Totalpris: 5 182 949 ,"St. Jørgens vei 3, Oslo",66 ,Oslo
Totalpris: 19 373 740 ,"Middelthuns gate 17G, Oslo",112 ,Oslo
Totalpris: 16 349 750 ,"Lersolveien 7B, Oslo",131 ,Oslo
Totalpris: 6 150 650 ,"Sandakerveien 52 A, Oslo",47 ,Oslo
Totalpris: 13 573 400 ,"Drammensveien 61A, Oslo",127 ,Oslo
Totalpris: 20 501 000 ,"Tyslevveien 46C, Oslo",270 ,Oslo
Totalpris: 12 916 240 ,"Gullhaug Torg 2C, Oslo",84 ,Oslo
Totalpris: 28 701 276 ,"Grottenveien 2 B, Oslo",280 ,Oslo
Totalpris: 13 263 200 ,"Sørengkaia 1, Oslo",87 ,Oslo
Fellesutg.: 4 473 ,"Smalgangen 24, Oslo",57 ,Oslo
Totalpris: 3 862 621 ,"Erlends vei 17, Oslo",44 ,Oslo
Totalpris: 4 999 621 ,"Selma Ellefsens vei 3E, Oslo",42 ,Oslo
Totalpris: 8 160 831 - 14 474 893 ,"Visningssenter i Frysjaveien 44 - Ager Borettslag - Salgstrinn 2 - Oppgang D/E/F, Oslo",82 - 111 ,Oslo
Totalpris: 11 050 900 ,"Drammensveien 119, Oslo",112 ,Oslo
Totalpris: 5 970 330 ,"Johannes Bruns gate 13B, Oslo",47 ,Oslo
Totalpris: 10 222 833 ,"Hegdehaugsveien 6A, Oslo",91 ,Oslo
Totalpris: 7 678 490 ,"Sandakerveien 72B, Oslo",60 ,Oslo
Totalpris: 24 191 207 ,"Camilla Colletts vei 12 A, Oslo",149 ,Oslo
Totalpris: 5 136 021 ,"Nils Huus' gate 23, Oslo",55 ,Oslo
Totalpris: 4 484 221 ,"Mellombølgen 10, Oslo",61 ,Oslo
Totalpris: 19 393 000 ,"Bygdøy terrasse 23B, Oslo",238 ,Oslo
Totalpris: 7 546 800 - 12 468 120 ,"Sinsenveien 51-53, Oslo",74 - 107 ,Oslo
Totalpris: 8 358 800 - 9 458 800 ,"Sinsenveien 51, Oslo",84 - 93 ,Oslo
Totalpris: 2 966 112 ,"KINGOS GATE 3, Oslo",65 ,Oslo
Totalpris: 8 668 510 ,"Skedsmogata 25B, Oslo",90 ,Oslo
Totalpris: 7 489 019 ,"Rektorhaugen 19, Oslo",89 ,Oslo
Totalpris: 8 207 640 ,"Sandakerveien 74 B, Oslo",84 ,Oslo
Totalpris: 13 081 000 - 13 781 000 ,"Rosendalsveien 13 A-C, Oslo",150 - 169 ,Oslo
Totalpris: 23 495 927 ,"Skovveien 7, Oslo",133 ,Oslo
Totalpris: 11 908 191 ,"Bøgata 19C, Oslo",117 ,Oslo
Totalpris: 5 491 588 ,"Waldemar Thranes gate 47D, Oslo",63 ,Oslo
Totalpris: 4 554 930 ,"Sinsenveien 51 A, Oslo",38 ,Oslo
Totalpris: 27 583 400 ,"Noreveien 19A, Oslo",388 ,Oslo
Totalpris: 6 859 200 ,"Parkveien 77, Oslo",50 ,Oslo
Totalpris: 17 025 000 - 19 025 000 ,"Ullernkammen 8, Oslo",153 - 185 ,Oslo
Totalpris: 7 082 450 - 17 061 770 ,"Sørengkaia 1, Oslo",41 - 87 ,Oslo
Totalpris: 5 335 444 ,"Bøkkerveien 36, Oslo",58 ,Oslo
Totalpris: 4 696 000 ,"Gladengveien 7B, Oslo",40 ,Oslo
Totalpris: 12 332 240 ,"Sagadammen 26, Oslo",135 ,Oslo
Totalpris: 9 830 990 ,"Ekebergveien 239F, Oslo",81 ,Oslo
Totalpris: 23 829 389 - 24 229 389 ,"Vestre Holmenfaret 19, Oslo",258 - 259 ,Oslo
Totalpris: 4 981 859 ,"Tjernlia 44, Oslo",82 ,Oslo
Totalpris: 6 356 240 ,"Toftes gate 11D, Oslo",59 ,Oslo
Totalpris: 8 508 500 ,"Munkerudåsen 26H, Oslo",86 ,Oslo
Totalpris: 8 998 058 ,"Camilla Colletts vei 11A snr 25, Oslo",90 ,Oslo
Totalpris: 7 499 385 ,"Arnljot Gellines vei 37 A, Oslo",81 ,Oslo
Totalpris: 7 990 261 ,"Akersveien 24A, Oslo",73 ,Oslo
Totalpris: 17 949 140 ,"Sinsenveien 45A, Oslo",112 ,Oslo
Totalpris: 23 601 240 ,"Thomles gate 6A, Oslo",190 ,Oslo
Totalpris: 7 163 060 ,"Bertrand Narvesens vei 43, Oslo",62 ,Oslo
Totalpris: 4 925 088 ,"Silurveien 25, Oslo",58 ,Oslo
Totalpris: 3 983 928 ,"Tollbugata 13, Oslo",19 ,Oslo
Totalpris: 5 843 740 ,"Schønings gate 3B, Oslo",59 ,Oslo
Totalpris: 5 640 764 ,"Knud Graahs gate 3, Oslo",55 ,Oslo
Totalpris: 8 715 890 ,"Rasmus Winderens vei 30, Oslo",73 ,Oslo
Totalpris: 15 008 620 ,"Vækerøveien 203A, Oslo",103 ,Oslo
Totalpris: 4 830 221 ,"Sigrid Undsets vei 3, Oslo",75 ,Oslo
Totalpris: 4 399 240 ,"Jordstjerneveien 29B, Oslo",81 ,Oslo
Totalpris: 9 863 004 ,"Gladengveien 8, D206 - Transport, Oslo",84 ,Oslo
Totalpris: 43 358 740 ,"Gyldenløves gate 38 B, Oslo",164 ,Oslo
Totalpris: 8 317 850 ,"Østreheimsveien 17, Oslo",81 ,Oslo
Totalpris: 21 963 769 - 23 563 769 ,"Vestre Holmenfaret 27, Oslo",234 - 277 ,Oslo
Totalpris: 6 476 797 ,"Tøyengata 17A, Oslo",80 ,Oslo
Totalpris: 8 068 639 ,"Tjuvholmen allé 4, Oslo",65 ,Oslo
Totalpris: 3 950 298 ,"Calmeyers gate 4, Oslo",62 ,Oslo
Totalpris: 12 801 240 ,"Operagata 27, Oslo",36 ,Oslo
Totalpris: 3 852 890 ,"Betzy Kjeldsbergs vei 15 b, Oslo",80 ,Oslo
Totalpris: 3 978 559 ,"Christian Michelsens gate 1B, Oslo",36 ,Oslo
Totalpris: 10 988 776 ,"Neuberggata 5A, Oslo",39 ,Oslo
Totalpris: 30 494 750 ,"Bekkelagsterrassen 3, Oslo",102 ,Oslo
Totalpris: 9 752 450 ,"Malerhaugveien 28A, Oslo",294 ,Oslo
Totalpris: 5 115 990 ,"Grønvoll allé 64, Oslo",95 ,Oslo
Totalpris: 5 946 240 ,"Sørengkaia 62, Oslo",49 ,Oslo
Totalpris: 4 492 550 ,"Mortensrudveien 12F, Oslo",48 ,Oslo
Totalpris: 4 896 505 ,"Breigata 18, Oslo",84 ,Oslo
Totalpris: 18 963 700 ,"Lyngåsveien 5, Oslo",49 ,Oslo
Totalpris: 9 075 260 ,"Skedsmogata 25, Oslo",413 ,Oslo
Totalpris: 7 392 562 ,"Munkegata 2 B, Oslo",84 ,Oslo
Totalpris: 13 797 150 ,"Åsstubben 30, Oslo",95 ,Oslo
Totalpris: 16 595 000 ,"Bekkefaret 12, Oslo",222 ,Oslo
Totalpris: 16 613 740 ,"Vardeveien 43 A, Oslo",154 ,Oslo
Totalpris: 5 899 904 ,"Bergensgata 8C, Oslo",148 ,Oslo
Totalpris: 10 199 750 ,"Welhavens gate 20, Oslo",55 ,Oslo
Totalpris: 10 209 650 ,"Bekkelagsveien 22, Oslo",137 ,Oslo
Totalpris: 21 580 058 ,"Askeladdveien 22, Oslo",89 ,Oslo
Totalpris: 31 263 740 ,"Kristinelundveien 16 E, Oslo",183 ,Oslo
Totalpris: 6 257 551 ,"Helgesens gate 10 B, Oslo",184 ,Oslo
Totalpris: 6 607 800 ,"Skolebakken 15A, Oslo",72 ,Oslo
Totalpris: 19 517 202 ,"Munkedamsveien 100, Oslo",80 ,Oslo
Totalpris: 5 890 204 ,"Inges gate 4C, Oslo",180 ,Oslo
Totalpris: 4 453 240 ,"Sverres gate 9, Oslo",68 ,Oslo
Totalpris: 13 120 000 ,"Askeveien 3C, Oslo",35 ,Oslo
Totalpris: 5 136 640 ,"Ole Vigs gate 21B, Oslo",153 ,Oslo
Totalpris: 9 952 950 ,"Banksjef Frølichs gate 2C, Oslo",57 ,Oslo
Totalpris: 6 146 150 ,"Eilert Sundts gate 17a, Oslo",83 ,Oslo
Totalpris: 4 367 890 ,"Eiriks gate 14, Oslo",50 ,Oslo
Totalpris: 2 855 885 ,"DYNEKILGATA 19 D, Oslo",41 ,Oslo
Totalpris: 10 680 325 ,"Operagata 77A, Oslo",30 ,Oslo
Totalpris: 5 835 702 ,"Sinsenterrassen 27, Oslo",74 ,Oslo
Totalpris: 17 932 810 ,"Skogfaret 23C, Oslo",64 ,Oslo
Totalpris: 18 358 401 ,"Aslaug Vaas veg 1C, Oslo",163 ,Oslo
Eier (Selveier) ∙ Leilighet ∙ 3 soverom,"Ullevålsveien 114, Oslo",99 ,Oslo
Totalpris: 6 449 048 ,"Sørvangen 26A., Oslo",72 ,Oslo
Totalpris: 17 991 600 ,"Solskinnsveien 17 - Bolignr. C01, Oslo",155 ,Oslo
Totalpris: 14 823 750 - 16 998 750 ,"Dagaliveien 2, Oslo",132 - 151 ,Oslo
Fellesutg.: 6 100 ,"Sørkedalsveien 1A, Oslo",63 ,Oslo
Totalpris: 13 642 092 ,"Huitfeldts gate 4A, Oslo",132 ,Oslo
Totalpris: 8 214 440 ,"Frognerveien 64, Oslo",77 ,Oslo
Totalpris: 3 830 221 ,"Ravnkollbakken 30, Oslo",87 ,Oslo
Totalpris: 9 086 120 ,"Sinsenveien 45A, Oslo",102 ,Oslo
Totalpris: 13 985 432 ,"Frognerseterveien 49 - Bolignr. B5, Oslo",134 ,Oslo
Totalpris: 11 900 518 ,"Nydalen allé 27, Oslo",78 ,Oslo
Totalpris: 769 990 ,"Mariboes gate 14, Oslo",21 ,Oslo
Totalpris: 12 563 094 ,"Erling Skjalgssons gate 23D, Oslo",106 ,Oslo
Totalpris: 6 679 056 ,"Brochmanns gate 14A, Oslo",65 ,Oslo
Totalpris: 8 210 625 ,"Marcus Thranes gate 4 K, Oslo",85 ,Oslo
Totalpris: 7 929 610 ,"Bestumveien 4 E, Oslo",122 ,Oslo
Totalpris: 9 851 300 ,"Ensjøveien 4F, Oslo",98 ,Oslo
Totalpris: 8 668 479 ,"Erling skjalgssons gate 23C, Oslo",70 ,Oslo
Totalpris: 17 016 000 ,"Dalsveien 31H, Oslo",229 ,Oslo
Totalpris: 13 531 514 ,"Bogstadveien 58, Oslo",145 ,Oslo
Totalpris: 8 200 200 ,"Stålverkskroken 3, Oslo",83 ,Oslo
Totalpris: 3 623 949 ,"Turbinveien 5, Oslo",28 ,Oslo
Totalpris: 5 710 900 ,"Helgesens gate 42F, Oslo",72 ,Oslo
Totalpris: 5 016 318 ,"Hagegata 46A, Oslo",53 ,Oslo
Totalpris: 24 514 811 ,"Dyna Brygge 3, Oslo",129 ,Oslo
Totalpris: 12 200 900 ,"Dybwads gate 2, Oslo",115 ,Oslo
Totalpris: 15 226 240 ,"Bredo Stabells vei 19A, Oslo",140 ,Oslo
Totalpris: 5 842 756 ,"Bestumveien 2N, Oslo",86 ,Oslo
Totalpris: 16 925 000 ,"Bekkefaret 8A, Oslo",314 ,Oslo
Totalpris: 3 742 250 ,"Majorstuveien 34, Oslo",23 ,Oslo
Totalpris: 21 731 240 ,"Rostockgata 56, Oslo",106 ,Oslo
Totalpris: 4 684 949 ,"Kurveien 54, Oslo",54 ,Oslo
Totalpris: 8 463 240 ,"Rathkes gate 1C, Oslo",87 ,Oslo
Totalpris: 8 251 850 ,"Prinsessealléen, Oslo",57 ,Oslo
Totalpris: 4 306 255 ,"Nordsetergrenda 15A, Oslo",45 ,Oslo
Totalpris: 3 797 842 ,"Sars' gate 2A, Oslo",26 ,Oslo
Totalpris: 23 590 513 ,"Thomas Heftyes gate 33 A, Oslo",179 ,Oslo
Totalpris: 26 900 000 - 31 000 000 ,"Konsul Schjelderups vei 1, Oslo",201 - 214 ,Oslo
Totalpris: 3 999 547 ,"Trondheimsveien 5D, Oslo",36 ,Oslo
Totalpris: 7 278 390 ,"Johan Castbergs vei 23, Oslo",75 ,Oslo
Totalpris: 18 368 000 ,"Binneveien 5 A, Oslo",321 ,Oslo
Totalpris: 6 085 900 ,"Nordåssløyfa 6, Oslo",117 ,Oslo
Totalpris: 9 991 654 ,"Herslebs gate 19, Oslo",87 ,Oslo
Totalpris: 18 717 390 ,"Krags vei 4G, Oslo",191 ,Oslo
Totalpris: 5 910 159 ,"Hans Nielsen Hauges gate 38, Oslo",55 ,Oslo
Totalpris: 4 902 111 ,"Nordstrandveien 89 b, Oslo",63 ,Oslo
Totalpris: 7 571 504 ,"Parkveien 64 (snr. 183. H0633), Oslo",69 ,Oslo
Totalpris: 8 195 665 ,"Bjerregaards gate 29K, Oslo",97 ,Oslo
Totalpris: 7 996 000 ,"Åsdalsveien 54C, Oslo",100 ,Oslo
Totalpris: 11 019 990 ,"Mikael Hertzbergs vei 4, Oslo",42 ,Oslo
Totalpris: 3 186 610 ,"Beverveien 8, Oslo",29 ,Oslo
Totalpris: 10 199 750 ,"Nuggerudveien 14B, Oslo",236 ,Oslo
Totalpris: 11 513 264 ,"Akebakkeskogen 66a, Oslo",110 ,Oslo
Totalpris: 5 210 431 ,"Turbinveien 7, Oslo",61 ,Oslo
Totalpris: 4 772 701 ,"Osterhaus´gate 21B, Oslo",46 ,Oslo
Totalpris: 7 709 121 ,"Lørenvangen 32, Oslo",84 ,Oslo
Totalpris: 16 309 140 ,"Ole Vigs gate 30, Oslo",123 ,Oslo
Totalpris: 9 133 400 ,"Ole Vigs gate 8B, Oslo",80 ,Oslo
Totalpris: 4 854 484 ,"Gjøvikgata 4A, Oslo",55 ,Oslo
Totalpris: 25 626 000 ,"Gabels gate 14, Oslo",104 ,Oslo
Totalpris: 6 798 437 ,"Kanonhallveien 46B, Oslo",214 ,Oslo
Totalpris: 7 690 028 ,"Elisenbergveien 4, Oslo",71 ,Oslo
Totalpris: 5 624 440 ,"Sandstuveien 56D, Oslo",78 ,Oslo
Totalpris: 4 956 651 ,"Sarpsborggata 2, Oslo",53 ,Oslo
Totalpris: 11 548 790 ,"Sandstuveien 56A, Oslo",44 ,Oslo
Totalpris: 6 150 200 ,"Frydenbergveien 54, Oslo",84 ,Oslo
Totalpris: 6 581 440 ,"Sandstuveien 56A, Oslo",60 ,Oslo
Totalpris: 7 974 350 - 17 098 050 ,"Sinsenveien 49, Oslo",68 ,Oslo
Totalpris: 4 448 669 ,"Trondheimsveien 174, Oslo",80 - 126 ,Oslo
Totalpris: 26 651 240 ,"Grottenveien 9, Oslo",40 ,Oslo
Totalpris: 4 983 500 ,"Refstadveien 102, Oslo",380 ,Oslo
Totalpris: 3 687 004 ,"Tante Ulrikkes vei 48A, Oslo",45 ,Oslo
Totalpris: 6 551 500 ,"Refstadveien 102, Oslo",72 ,Oslo
Totalpris: 4 426 221 ,"Odvar Solbergs vei 218, Oslo",75 ,Oslo
Totalpris: 12 198 500 ,"Lachmanns vei 80B, Oslo",89 ,Oslo
Totalpris: 20 540 908 ,"Børsteveien 29 (Leilighet 8003), Oslo",129 ,Oslo
Totalpris: 7 515 680 ,"Hollendergata 2F, Oslo",134 ,Oslo
Totalpris: 11 481 000 ,"Liljeveien 9c, Oslo",75 ,Oslo
Eier (Selveier) ∙ Rekkehus ∙ 3 soverom,"Hellerudveien 46B, Oslo",147 ,Oslo
Totalpris: 7 995 200 ,"Pilestredet 29A, Oslo",78 ,Oslo
Totalpris: 15 241 750 ,"Lambertseterveien 11E, Oslo",193 ,Oslo
Totalpris: 8 831 316 ,"Fougstads gate 2, Oslo",71 ,Oslo
Totalpris: 6 305 445 ,"Falsens gate 27C, Oslo",62 ,Oslo
Totalpris: 20 398 740 ,"Rostockgata 56, Oslo",141 ,Oslo
Totalpris: 8 218 931 ,"Ingeniørveien 6, Oslo",90 ,Oslo
Totalpris: 5 219 221 ,"Turbinveien 15, Oslo",55 ,Oslo
Totalpris: 10 762 700 ,"Daas gate 7A, Oslo",122 ,Oslo
Totalpris: 6 971 025 ,"Lunden 47B, Oslo",77 ,Oslo
Totalpris: 4 762 125 ,"Lørenvangen 42, Oslo",42 ,Oslo
Totalpris: 2 999 949 ,"Ammerudveien 60, Oslo",31 ,Oslo
Fellesutg.: 3 969 ,"Bergensveien 8 - leil 404, Oslo",34 ,Oslo
Totalpris: 7 855 690 ,"Sinsenveien 45B, Oslo",81 ,Oslo
Totalpris: 5 966 325 ,"Brandts gate 2 B, Oslo",55 ,Oslo
Totalpris: 4 262 447 ,"Kjølberggata 17B, Oslo",38 ,Oslo
Totalpris: 13 223 500 ,"Elvefaret 41D, Oslo",196 ,Oslo
Totalpris: 14 813 500 - 15 013 500 ,"Vidjeveien 4, Oslo",158 ,Oslo
Totalpris: 24 518 000 ,"Krags vei 14C, Oslo",252 ,Oslo
Totalpris: 5 244 556 ,"Fredensborgveien 9C, Oslo",75 ,Oslo
Totalpris: 3 598 221 ,"Dr. Dedichens vei 76, Oslo",47 ,Oslo
Totalpris: 12 073 200 - 14 074 400 ,"Venåsvegen 23, Oslo",123 - 144 ,Oslo
Totalpris: 6 785 475 ,"Trondheimsveien 199A, Oslo",80 ,Oslo
Totalpris: 5 305 221 ,"Otto Sogns vei 4, Oslo",73 ,Oslo
Totalpris: 8 487 000 ,"Linderngata 2, Oslo",75 ,Oslo
Totalpris: 4 079 144 ,"Haraløkka 28, Oslo",64 ,Oslo
Totalpris: 4 469 268 ,"Bergensgata 32 E, Oslo",42 ,Oslo
Totalpris: 22 056 250 ,"Heiasvingen 1D, Oslo",307 ,Oslo
Totalpris: 15 898 400 ,"Valkyriegata 9, Oslo",121 ,Oslo
Totalpris: 11 173 740 ,"Skovveien 3, Oslo",105 ,Oslo
Totalpris: 16 315 000 ,"Gjøkbakken 1C, Oslo",193 ,Oslo
Totalpris: 8 674 994 ,"Nedre Vaskegang 4B, Oslo",123 ,Oslo
Totalpris: 4 929 942 ,"Olaf Schous vei 20 - leil 304, Oslo",52 ,Oslo
Totalpris: 4 230 403 ,"Johan Castbergs vei 50, Oslo",63 ,Oslo
Totalpris: 8 881 554 ,"Majorstuveien 7, Oslo",75 ,Oslo
Totalpris: 12 597 420 ,"Ekebergveien 189 E-G, Oslo",138 ,Oslo
Totalpris: 7 064 750 ,"Sinsenveien 51 A_A201, Oslo",67 ,Oslo
Totalpris: 13 234 140 ,"Fridtjof Nansens vei 5B, Oslo",81 ,Oslo
Totalpris: 4 123 526 ,"Fagerborggata 50B, Oslo",43 ,Oslo
Totalpris: 4 847 914 ,"Flintoes gate 2, Oslo",57 ,Oslo
Totalpris: 4 705 990 ,"Smalgangen 30, Oslo",50 ,Oslo
Totalpris: 17 949 140 ,"Geitmyrsveien 17C, Oslo",180 ,Oslo
Totalpris: 4 876 314 ,"Bølerlia 23, Oslo",55 ,Oslo
Totalpris: 18 368 000 ,"Graahbakken 5A, Oslo",219 ,Oslo
Totalpris: 9 091 750 ,"Meklenborgveien 24, Oslo",219 ,Oslo
Totalpris: 7 926 854 ,"Stenbråtveien 148, Oslo",140 ,Oslo
Totalpris: 14 779 140 ,"Hareveien 25, Oslo",265 ,Oslo
Totalpris: 4 254 110 ,"Åkebergveien 56A, Oslo",52 ,Oslo
Totalpris: 17 957 000 ,"KILDALS VEI 11, Oslo",384 ,Oslo
Totalpris: 18 409 650 ,"Frognerveien 1B, Oslo",156 ,Oslo
Totalpris: 4 544 361 ,"Hegdehaugsveien 3 B, Oslo",34 ,Oslo
Totalpris: 11 494 440 ,"Seilduksgata 31A, Oslo",95 ,Oslo
Totalpris: 38 960 900 ,"Ryghs vei 3, Oslo",257 ,Oslo
Totalpris: 16 401 240 ,"Bryggetorget 17, Oslo",97 ,Oslo
Totalpris: 9 766 206 ,"Sorgenfrigata 34, Oslo",84 ,Oslo
Totalpris: 15 992 828 ,"Sørengkaia 33, Oslo",112 ,Oslo
Totalpris: 8 918 500 ,"Bjørnheimveien 8C, Oslo",214 ,Oslo
Totalpris: 4 392 014 ,"Trygve Strømbergs vei 13B, Oslo",111 ,Oslo
Totalpris: 9 737 700 ,"Hellerudveien 74E, Oslo",137 ,Oslo
Totalpris: 3 493 322 ,"Tjernlia 45, Oslo",44 ,Oslo
Totalpris: 4 484 190 ,"Mortensrudveien 18K, Oslo",84 ,Oslo
Totalpris: 8 149 750 ,"Snøggveien 2C, Oslo",254 ,Oslo
Totalpris: 9 123 068 ,"Waldemar Thranes gate 64B, Oslo",79 ,Oslo
Totalpris: 14 113 000 ,"Jørnsløkkveien 2D, Oslo",155 ,Oslo
Totalpris: 6 624 108 ,"Motzfeldts gate 29B, Oslo",68 ,Oslo
Totalpris: 7 374 920 ,"Sinsenveien 51 A, Oslo",67 ,Oslo
Totalpris: 5 182 772 - 12 513 504 ,"Frysjatunet Borettslag - Salgstrinn 2, Oslo",44 - 103 ,Oslo
Totalpris: 9 431 240 ,"Skedsmogata 25B, Oslo",83 ,Oslo
Totalpris: 14 350 650 ,"Eckersbergs gate 53A, Oslo",118 ,Oslo
Totalpris: 8 719 121 ,"Kjelsåsveien 164H, Oslo",82 ,Oslo
Totalpris: 6 048 500 ,"Bikuben 10 B, Oslo",148 ,Oslo
Totalpris: 6 125 053 ,"Selvbyggerveien 143, Oslo",67 ,Oslo
Totalpris: 7 176 150 ,"Kjelsåsveien 49L, Oslo",65 ,Oslo
Totalpris: 4 872 881 ,"Etterstadsletta 4I, Oslo",50 ,Oslo
Totalpris: 10 433 450 ,"Odins gate 3E, Oslo",92 ,Oslo
Totalpris: 4 959 918 ,"Akersveien 24 B, Oslo",57 ,Oslo
Totalpris: 25 323 670 ,"Nils Collett Vogts vei 8J, Oslo",256 ,Oslo
Totalpris: 4 987 900 ,"Sandakerveien 10 R, Oslo",49 ,Oslo
Totalpris: 5 273 793 ,"Knut Alvssons vei 9, Oslo",65 ,Oslo
Totalpris: 3 208 711 ,"Colletts gate 10B, Oslo",53 ,Oslo
Totalpris: 12 317 218 ,"Drammensveien 54B, Oslo",34 ,Oslo
Totalpris: 17 221 240 ,"Måltrostveien 29D, Oslo",105 ,Oslo
Totalpris: 9 641 000 ,"Guristuveien 13B, Oslo",229 ,Oslo
Totalpris: 17 025 300 ,"Aspehaugveien 21C, Oslo",119 ,Oslo
Totalpris: 8 092 934 ,"Arendalsgata 14, Oslo",170 ,Oslo
Totalpris: 4 826 080 ,"Bygdøy allé 123A, Oslo",77 ,Oslo
Totalpris: 8 406 240 ,"Hafrsfjordgata 29A, Oslo",44 ,Oslo
Totalpris: 9 798 583 ,"Myrhaugen 31B, Oslo",78 ,Oslo
Totalpris: 5 843 500 ,"Messepromenaden 1, Oslo",123 ,Oslo
Totalpris: 5 115 990 ,"Brunas vei 78, Oslo",44 ,Oslo
Totalpris: 15 038 700 ,"Kaptein Oppegaards vei 6 C og 6 D, Oslo",114 ,Oslo
Totalpris: 9 749 140 ,"Ryenbergveien 75B, Oslo",209 ,Oslo
Totalpris: 10 121 206 ,"Vidars gate 11, Oslo",112 ,Oslo
Totalpris: 12 781 990 ,"Jerpefaret 1A, Oslo",98 ,Oslo
Totalpris: 5 944 460 - 29 653 490 ,"Sørkedalsveien 307, Oslo",189 ,Oslo
Eier (Selveier) ∙ Leilighet ∙ 3 soverom,"Guldbergs vei 33 C, Oslo",48 - 169 ,Oslo
Totalpris: 16 933 000 ,"Dalsveien 40I, Oslo",252 ,Oslo
Totalpris: 10 157 950 ,"Ringshusveien 12E, Oslo",150 ,Oslo
Totalpris: 5 545 490 ,"Silurveien 42, Oslo",69 ,Oslo
Totalpris: 5 661 240 ,"Schweigaards gate 94C, Oslo",70 ,Oslo
Totalpris: 5 853 540 ,"Dølerudveien 14, Oslo",139 ,Oslo
Totalpris: 3 827 500 - 19 785 100 ,"Refstadveien 102, Oslo",35 - 131 ,Oslo
Totalpris: 4 461 010 ,"Tokerudberget 23, Oslo",116 ,Oslo
Totalpris: 6 486 544 ,"Westye Egebergs gate 4 C, Oslo",54 ,Oslo
Totalpris: 4 748 422 ,"Oskar Braatens gate 20, Oslo",52 ,Oslo
Totalpris: 17 343 000 ,"Ole Moes vei 12B, Oslo",296 ,Oslo
Totalpris: 5 873 881 ,"Kurveien 46, Oslo",68 ,Oslo
Totalpris: 8 699 221 ,"Lars husmanns gate 11, Oslo",82 ,Oslo
Totalpris: 3 281 240 ,"Jordstjerneveien 34F, Oslo",31 ,Oslo
Totalpris: 12 301 276 ,"Munkerudveien 62 B, Oslo",157 ,Oslo
Totalpris: 18 773 350 ,"Ankerveien 87, Oslo",315 ,Oslo
Totalpris: 6 048 500 ,"Thorleifs allé 17, Oslo",61 ,Oslo
Totalpris: 35 773 500 ,"Mikael Hertzbergs vei 10, Oslo",376 ,Oslo
Totalpris: 7 903 400 ,"Sigurd Hoels vei 112, Oslo",77 ,Oslo
Totalpris: 8 972 221 ,"Stålverkskroken 17, Oslo",100 ,Oslo
Totalpris: 7 593 740 ,"Bekkelagsveien 15A, Oslo",77 ,Oslo
Totalpris: 8 056 612 - 13 716 612 ,"Brolandsveien 10, Oslo",95 - 175 ,Oslo
Totalpris: 4 950 867 ,"Holmenkollveien 74 E, Oslo",54 ,Oslo
Totalpris: 4 557 318 ,"Kalbakkstubben 17, Oslo",63 ,Oslo
Totalpris: 10 251 000 ,"Lille Stranden 2, Oslo",86 ,Oslo
Totalpris: 10 763 500 ,"Grefsenveien 106, Oslo",115 ,Oslo
Totalpris: 6 008 981 ,"Kurveien 31, Oslo",67 ,Oslo
Totalpris: 7 277 860 ,"Frydenlundgata 12A, Oslo",62 ,Oslo
