trans_id,lang,translation
"http://aikataulut.hsl.fi/pysakit/fi/1121601.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1121601.html"
"http://aikataulut.hsl.fi/pysakit/fi/1121602.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1121602.html"
"http://aikataulut.hsl.fi/pysakit/fi/1113129.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1113129.html"
"http://aikataulut.hsl.fi/pysakit/fi/1113131.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1113131.html"
"http://aikataulut.hsl.fi/pysakit/fi/1113435.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1113435.html"
"http://aikataulut.hsl.fi/pysakit/fi/1121103.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1121103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1121124.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1121124.html"
"http://aikataulut.hsl.fi/pysakit/fi/1121130.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1121130.html"
"http://aikataulut.hsl.fi/pysakit/fi/1121132.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1121132.html"
"http://aikataulut.hsl.fi/pysakit/fi/1121224.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1121224.html"
"http://aikataulut.hsl.fi/pysakit/fi/1121230.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1121230.html"
"http://aikataulut.hsl.fi/pysakit/fi/1121436.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1121436.html"
"http://aikataulut.hsl.fi/pysakit/fi/1121437.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1121437.html"
"http://aikataulut.hsl.fi/pysakit/fi/1210111.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1210111.html"
"http://aikataulut.hsl.fi/pysakit/fi/1210203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1210203.html"
"http://aikataulut.hsl.fi/pysakit/fi/1210401.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1210401.html"
"http://aikataulut.hsl.fi/pysakit/fi/1210402.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1210402.html"
"http://aikataulut.hsl.fi/pysakit/fi/1463105.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1463105.html"
"http://aikataulut.hsl.fi/pysakit/fi/1203421.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1203421.html"
"http://aikataulut.hsl.fi/pysakit/fi/1491161.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1491161.html"
"http://aikataulut.hsl.fi/pysakit/fi/1491162.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1491162.html"
"http://aikataulut.hsl.fi/pysakit/fi/1334191.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1334191.html"
"http://aikataulut.hsl.fi/pysakit/fi/1334192.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1334192.html"
"http://aikataulut.hsl.fi/pysakit/fi/1130122.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1130122.html"
"http://aikataulut.hsl.fi/pysakit/fi/1130123.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1130123.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140121.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1260110.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1260110.html"
"http://aikataulut.hsl.fi/pysakit/fi/1260111.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1260111.html"
"http://aikataulut.hsl.fi/pysakit/fi/1310113.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1310113.html"
"http://aikataulut.hsl.fi/pysakit/fi/1310114.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1310114.html"
"http://aikataulut.hsl.fi/pysakit/fi/1492141.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1492141.html"
"http://aikataulut.hsl.fi/pysakit/fi/1492142.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1492142.html"
"http://aikataulut.hsl.fi/pysakit/fi/1465111.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1465111.html"
"http://aikataulut.hsl.fi/pysakit/fi/1465112.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1465112.html"
"http://aikataulut.hsl.fi/pysakit/fi/1465106.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1465106.html"
"http://aikataulut.hsl.fi/pysakit/fi/1465103.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1465103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1465104.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1465104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1465403.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1465403.html"
"http://aikataulut.hsl.fi/pysakit/fi/1465404.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1465404.html"
"http://aikataulut.hsl.fi/pysakit/fi/1462106.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1462106.html"
"http://aikataulut.hsl.fi/pysakit/fi/1462401.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1462401.html"
"http://aikataulut.hsl.fi/pysakit/fi/1462402.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1462402.html"
"http://aikataulut.hsl.fi/pysakit/fi/1465105.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1465105.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291119.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291120.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291120.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291219.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291219.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291220.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291220.html"
"http://aikataulut.hsl.fi/pysakit/fi/1600207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1600207.html"
"http://aikataulut.hsl.fi/pysakit/fi/1600208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1600208.html"
"http://aikataulut.hsl.fi/pysakit/fi/1601130.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1601130.html"
"http://aikataulut.hsl.fi/pysakit/fi/1472113.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1472113.html"
"http://aikataulut.hsl.fi/pysakit/fi/1472114.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1472114.html"
"http://aikataulut.hsl.fi/pysakit/fi/1392501.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1392501.html"
"http://aikataulut.hsl.fi/pysakit/fi/1392551.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1392551.html"
"http://aikataulut.hsl.fi/pysakit/fi/1392150.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1392150.html"
"http://aikataulut.hsl.fi/pysakit/fi/1392151.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1392151.html"
"http://aikataulut.hsl.fi/pysakit/fi/1392138.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1392138.html"
"http://aikataulut.hsl.fi/pysakit/fi/1392155.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1392155.html"
"http://aikataulut.hsl.fi/pysakit/fi/1392154.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1392154.html"
"http://aikataulut.hsl.fi/pysakit/fi/1402173.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1402173.html"
"http://aikataulut.hsl.fi/pysakit/fi/1411174.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1411174.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391116.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391116.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391117.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391117.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391134.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391134.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391135.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1402121.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1402121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1402122.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1402122.html"
"http://aikataulut.hsl.fi/pysakit/fi/1070425.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1070425.html"
"http://aikataulut.hsl.fi/pysakit/fi/1385163.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1385163.html"
"http://aikataulut.hsl.fi/pysakit/fi/1385180.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1385180.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382101.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382102.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382102.html"
"http://aikataulut.hsl.fi/pysakit/fi/1474100.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1474100.html"
"http://aikataulut.hsl.fi/pysakit/fi/1474119.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1474119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1413114.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1413114.html"
"http://aikataulut.hsl.fi/pysakit/fi/1413115.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1413115.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382186.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382186.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382187.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382187.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382141.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382141.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382142.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382142.html"
"http://aikataulut.hsl.fi/pysakit/fi/1284124.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1284124.html"
"http://aikataulut.hsl.fi/pysakit/fi/1284125.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1284125.html"
"http://aikataulut.hsl.fi/pysakit/fi/1284301.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1284301.html"
"http://aikataulut.hsl.fi/pysakit/fi/1284403.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1284403.html"
"http://aikataulut.hsl.fi/pysakit/fi/1270104.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1270104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1270105.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1270105.html"
"http://aikataulut.hsl.fi/pysakit/fi/1270107.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1270107.html"
"http://aikataulut.hsl.fi/pysakit/fi/1204405.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1204405.html"
"http://aikataulut.hsl.fi/pysakit/fi/1204406.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1204406.html"
"http://aikataulut.hsl.fi/pysakit/fi/1050417.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1050417.html"
"http://aikataulut.hsl.fi/pysakit/fi/1220115.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1220115.html"
"http://aikataulut.hsl.fi/pysakit/fi/1220134.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1220134.html"
"http://aikataulut.hsl.fi/pysakit/fi/1173127.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1173127.html"
"http://aikataulut.hsl.fi/pysakit/fi/1411130.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1411130.html"
"http://aikataulut.hsl.fi/pysakit/fi/1411131.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1411131.html"
"http://aikataulut.hsl.fi/pysakit/fi/1351123.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1351123.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293121.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1293121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293162.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1293162.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293163.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1293163.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293103.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1293103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293104.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1293104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293130.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1293130.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293131.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1293131.html"
"http://aikataulut.hsl.fi/pysakit/fi/1301105.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1301105.html"
"http://aikataulut.hsl.fi/pysakit/fi/1301153.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1301153.html"
"http://aikataulut.hsl.fi/pysakit/fi/1301454.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1301454.html"
"http://aikataulut.hsl.fi/pysakit/fi/1301455.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1301455.html"
"http://aikataulut.hsl.fi/pysakit/fi/1301135.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1301135.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401123.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401123.html"
"http://aikataulut.hsl.fi/pysakit/fi/1401224.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1401224.html"
"http://aikataulut.hsl.fi/pysakit/fi/1402120.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1402120.html"
"http://aikataulut.hsl.fi/pysakit/fi/1362115.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1362115.html"
"http://aikataulut.hsl.fi/pysakit/fi/1362116.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1362116.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160101.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160104.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160202.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160414.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160414.html"
"http://aikataulut.hsl.fi/pysakit/fi/1160415.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1160415.html"
"http://aikataulut.hsl.fi/pysakit/fi/1283130.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1283130.html"
"http://aikataulut.hsl.fi/pysakit/fi/1283131.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1283131.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293109.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1293109.html"
"http://aikataulut.hsl.fi/pysakit/fi/1293110.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1293110.html"
"http://aikataulut.hsl.fi/pysakit/fi/1352143.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1352143.html"
"http://aikataulut.hsl.fi/pysakit/fi/1352144.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1352144.html"
"http://aikataulut.hsl.fi/pysakit/fi/1080403.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1080403.html"
"http://aikataulut.hsl.fi/pysakit/fi/1080404.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1080404.html"
"http://aikataulut.hsl.fi/pysakit/fi/1331164.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1331164.html"
"http://aikataulut.hsl.fi/pysakit/fi/1331165.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1331165.html"
"http://aikataulut.hsl.fi/pysakit/fi/1432154.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1432154.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150298.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150298.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150299.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150299.html"
"http://aikataulut.hsl.fi/pysakit/fi/1455158.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1455158.html"
"http://aikataulut.hsl.fi/pysakit/fi/1455159.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1455159.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382173.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382173.html"
"http://aikataulut.hsl.fi/pysakit/fi/1385172.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1385172.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291123.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291123.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291124.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291124.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291166.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291166.html"
"http://aikataulut.hsl.fi/pysakit/fi/1291168.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1291168.html"
"http://aikataulut.hsl.fi/pysakit/fi/1353122.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1353122.html"
"http://aikataulut.hsl.fi/pysakit/fi/1353123.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1353123.html"
"http://aikataulut.hsl.fi/pysakit/fi/1434173.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1434173.html"
"http://aikataulut.hsl.fi/pysakit/fi/1434174.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1434174.html"
"http://aikataulut.hsl.fi/pysakit/fi/1420112.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1420112.html"
"http://aikataulut.hsl.fi/pysakit/fi/1420119.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1420119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1420132.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1420132.html"
"http://aikataulut.hsl.fi/pysakit/fi/1420117.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1420117.html"
"http://aikataulut.hsl.fi/pysakit/fi/1420118.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1420118.html"
"http://aikataulut.hsl.fi/pysakit/fi/1420127.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1420127.html"
"http://aikataulut.hsl.fi/pysakit/fi/1332121.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1332121.html"
"http://aikataulut.hsl.fi/pysakit/fi/1332122.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1332122.html"
"http://aikataulut.hsl.fi/pysakit/fi/1382111.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1382111.html"
"http://aikataulut.hsl.fi/pysakit/fi/1392100.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1392100.html"
"http://aikataulut.hsl.fi/pysakit/fi/1472104.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1472104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1472128.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1472128.html"
"http://aikataulut.hsl.fi/pysakit/fi/1301141.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1301141.html"
"http://aikataulut.hsl.fi/pysakit/fi/1454107.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1454107.html"
"http://aikataulut.hsl.fi/pysakit/fi/1284103.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1284103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1100119.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1100119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1100120.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1100120.html"
"http://aikataulut.hsl.fi/pysakit/fi/1100159.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1100159.html"
"http://aikataulut.hsl.fi/pysakit/fi/1100160.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1100160.html"
"http://aikataulut.hsl.fi/pysakit/fi/1433107.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1433107.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320103.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320104.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320104.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320126.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320126.html"
"http://aikataulut.hsl.fi/pysakit/fi/1320127.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1320127.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140101.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140131.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140131.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140107.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140107.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140108.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140108.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140115.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140115.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140116.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140116.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140216.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140216.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140102.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140102.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140103.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140103.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140119.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140120.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140120.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140122.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140122.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140127.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140127.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140447.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140447.html"
"http://aikataulut.hsl.fi/pysakit/fi/1140449.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1140449.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150101.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150101.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150102.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150102.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150133.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150133.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150134.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150134.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150431.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150431.html"
"http://aikataulut.hsl.fi/pysakit/fi/1150432.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1150432.html"
"http://aikataulut.hsl.fi/pysakit/fi/1180113.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1180113.html"
"http://aikataulut.hsl.fi/pysakit/fi/1180115.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1180115.html"
"http://aikataulut.hsl.fi/pysakit/fi/1180214.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1180214.html"
"http://aikataulut.hsl.fi/pysakit/fi/1180437.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1180437.html"
"http://aikataulut.hsl.fi/pysakit/fi/1180438.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1180438.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391118.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391118.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391119.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391124.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391124.html"
"http://aikataulut.hsl.fi/pysakit/fi/1391136.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1391136.html"
"http://aikataulut.hsl.fi/pysakit/fi/1451116.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1451116.html"
"http://aikataulut.hsl.fi/pysakit/fi/1451122.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1451122.html"
"http://aikataulut.hsl.fi/pysakit/fi/1370119.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1370119.html"
"http://aikataulut.hsl.fi/pysakit/fi/1370120.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1370120.html"
"http://aikataulut.hsl.fi/pysakit/fi/1080409.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1080409.html"
"http://aikataulut.hsl.fi/pysakit/fi/1304129.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1304129.html"
"http://aikataulut.hsl.fi/pysakit/fi/1304159.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1304159.html"
"http://aikataulut.hsl.fi/pysakit/fi/1304131.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1304131.html"
"http://aikataulut.hsl.fi/pysakit/fi/1304157.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1304157.html"
"http://aikataulut.hsl.fi/pysakit/fi/1304132.html",sv,"http://aikataulut.hsl.fi/pysakit/se/1304132.html"
