price,address,area,latLong.longitude,latLong.latitude,country,price_per_sqm
727090.0,"5929 SW Taylor St, Portland, OR 97221",283.075441,-122.73844,45.516083,USA,2568.537904353207
307580.0,"11808 N Jantzen Dr, Portland, OR 97217",199.927256,-122.680214,45.608566,USA,1538.45956851426
254709.0,"1910 SW 18th Ave, Portland, OR",,-122.694595,45.514015,USA,
758030.0,"1405 SW Upland Dr, Portland, OR 97221",169.455072,-122.72668,45.513042,USA,4473.339104302526
204659.0,"2109 NW Irving St UNIT 402, Portland, OR 97210",54.998576,-122.694695,45.527912,USA,3721.1690717228753
272909.0,"4781 SE 84th Ave #B, Portland, OR 97266",68.190802,-122.57721,45.4882,USA,4002.138000957959
477750.0,"7621 SW 30th Dr, Portland, OR 97219",102.007494,-122.70647,45.46934,USA,4683.47943142295
113750.0,"1501 N Hayden Island Dr, Portland, OR 97217",76.552072,-122.68174,45.61505,USA,1485.9166712038834
381290.0,"6928 SE Raymond Ct UNIT 2, Portland, OR 97206",127.46291599999999,-122.59153,45.48605,USA,2991.379861417889
227409.0,"4865 NE Cully Blvd, Portland, OR",,-122.59868,45.558613,USA,
386750.0,"13434 NE Sacramento St, Portland, OR 97230",267.374834,-122.52449,45.541393,USA,1446.471211273384
404950.0,"4914 NE Alberta St, Portland, OR 97218",109.997152,-122.612,45.55893,USA,3681.458952682702
432250.0,"10018 NE Prescott St, Portland, OR 97220",214.60593,-122.55943,45.555126,USA,2014.1568315470126
632450.0,"5722 NE 9th Ave, Portland, OR 97211",256.598086,-122.6559,45.564377,USA,2464.7494837510203
104650.0,"11612 N Island Cove Ln, Portland, OR 97217",64.474682,-122.67476,45.607372,USA,1623.1177379052447
